device_id,rssi,snr,sf,inter_arrival_time,fcnt,label,attack_type
Dev_002,-79.84735096420371,11.206196989853861,7,12.776952780743592,2860,0,Normal
Dev_005,-93.84203489823295,7.967688274496117,9,6.025865516238025,3503,0,Normal
Dev_001,-65.71712585106057,-13.266793907112401,12,10.611126930560303,2150,1,Distance Spoofing
Dev_002,-83.31510637930232,7.621141390129517,7,12.87289328780878,7107,0,Normal
Dev_001,-92.93058385700284,3.871857702112383,8,11.206869484323281,5640,0,Normal
Dev_001,-90.50859106888,8.096486371875304,9,10.657166186409505,4485,0,Normal
Dev_001,-78.78010922939508,10.808531078146807,7,22.316761980604753,13969,0,Normal
Dev_004,-80.56019264880722,8.881843504308733,8,7.766640302221815,9152,0,Normal
Dev_005,-102.50275967552552,1.3718563064674107,10,4.588194106754888,13327,0,Normal
Dev_004,-97.10436670831271,4.463369910433491,7,1.4339653673706705,846,0,Normal
Dev_004,-65.37367816827377,-12.006128641966743,11,8.162236880975103,8351,1,Distance Spoofing
Dev_002,-85.95783058663567,7.428782801371227,7,51.0669706890088,6347,0,Normal
Dev_003,-85.20575465986738,6.145838929967143,7,18.446246300133943,2171,0,Normal
Dev_003,-73.2376652076845,9.405883703727175,8,24.294219363118394,6333,0,Normal
Dev_001,-85.86415475268348,10.014790404504263,8,16.43906897997684,12449,0,Normal
Dev_001,-87.19581203158435,7.039439655440663,7,35.062519985949635,9610,0,Normal
Dev_005,-84.4479373823356,5.28424271521061,8,21.253770069988903,7024,0,Normal
Dev_003,-92.3753234480125,4.634686581934566,10,7.8466798193759235,38,1,Replay Attack
Dev_004,-78.21766048923553,8.099887251891737,7,27.191339165696117,13022,0,Normal
Dev_005,-106.33070991381159,-10.447471265053757,12,0.03004541747769956,13039,1,Jamming DoS
Dev_005,-114.15266446777633,-6.924859860038558,7,19.330000740327854,93,0,Normal
Dev_003,-77.57585758242732,12.685572724282505,8,66.76612596623961,14930,0,Normal
Dev_002,-98.64929216926086,5.023833033412771,9,9.419187973046283,10898,0,Normal
Dev_003,-87.85866060651038,11.261297406102269,8,53.46618523675675,5728,0,Normal
Dev_005,-83.92485476757963,8.640801596353532,8,54.68501491087868,14495,0,Normal
Dev_003,-103.21326062924561,5.604685634833814,10,48.189308192774405,6431,0,Normal
Dev_004,-77.07214732269506,9.783202321063758,9,55.87236364373236,13848,0,Normal
Dev_002,-85.00721832466881,8.31759801050104,8,17.414883510277896,10592,0,Normal
Dev_005,-92.44480878398896,4.927331525919932,9,12.815578187390274,8140,0,Normal
Dev_005,-89.25810300989242,6.912467809021374,7,35.00781031139669,4983,0,Normal
Dev_004,-87.86850075995507,5.491285945902688,8,10.280447029230805,14905,0,Normal
Dev_002,-87.0496058835253,6.6791399469169646,8,23.604343897991427,93,0,Normal
Dev_002,-82.86669673616524,8.979426874603613,7,16.672513860250085,5491,0,Normal
Dev_002,-74.33940552242429,9.274102431192802,10,30.437783601824204,11343,0,Normal
Dev_001,-92.47947621881538,6.224917977316676,8,27.97713376071128,2571,0,Normal
Dev_005,-92.7721316936544,9.089514370059321,10,9.41105051885185,3180,0,Normal
Dev_003,-96.37389473835916,5.597119304204905,8,25.572059871081272,5972,0,Normal
Dev_004,-88.53651306885784,7.292835329459504,8,95.14463033225357,8843,0,Normal
Dev_004,-93.03921817336412,7.545135762105449,7,38.161532253773025,11750,0,Normal
Dev_003,-113.7305935763152,-19.165367298258804,12,0.047590064624664405,27784,1,Jamming DoS
Dev_004,-105.12286076459654,4.950239632633854,10,14.98815289411776,6115,0,Normal
Dev_003,-89.31327918052517,6.301444331653843,8,15.626603844641043,6046,0,Normal
Dev_003,-88.89239881780571,5.470038020766626,8,5.2531493947832955,11217,0,Normal
Dev_005,-87.48454589220411,7.86860366256425,8,15.690556387736377,767,0,Normal
Dev_004,-86.06070190816773,8.94627726335001,8,18.566073430234518,12188,0,Normal
Dev_005,-64.30308283054737,-16.60677439498093,12,45.7748333714577,1659,1,Distance Spoofing
Dev_005,-117.04144149876612,-19.960192493663424,12,0.027603049864923995,28552,1,Jamming DoS
Dev_001,-96.4841802518579,2.574908175129142,7,33.949721429891575,9534,0,Normal
Dev_002,-57.63817697319602,-5.293403345220145,11,9.74538638453297,5271,1,Distance Spoofing
Dev_003,-99.84498552487923,3.696254235228486,8,73.19861606621947,11478,0,Normal
Dev_003,-90.52324911638811,7.628806828515854,7,54.87836677811709,5444,0,Normal
Dev_003,-99.17880295065483,3.8628773430336807,10,13.772964461515661,8707,0,Normal
Dev_003,-87.62284764046252,6.5027386014014095,9,9.775514321297408,10101,0,Normal
Dev_003,-86.05013478579943,10.100077016595588,8,25.69702545617764,2771,0,Normal
Dev_002,-89.37901197241668,7.983848700543561,8,55.91830972170341,3535,0,Normal
Dev_004,-95.72745521618155,-0.9289844843483728,9,19.113608027500135,70,1,Replay Attack
Dev_003,-102.2418576666061,1.0263940176680497,9,4.091168854958152,125,1,Replay Attack
Dev_005,-82.43074950054347,6.842824024372722,7,74.85722147964263,14344,0,Normal
Dev_004,-76.34708492267765,11.183786083538887,8,10.195528479098853,9774,0,Normal
Dev_001,-90.23653704216994,4.644116108164407,8,29.87737552678738,5291,0,Normal
Dev_005,-98.6792238781117,2.820051368738155,7,57.904967190976464,12565,0,Normal
Dev_003,-87.09849122165117,8.710930309302826,7,11.981997592537926,9284,0,Normal
Dev_004,-68.51974666562269,-4.165441962716742,12,11.63788602192579,7217,1,Distance Spoofing
Dev_002,-100.6414487658607,1.1498408062551053,9,19.886128292021702,14524,0,Normal
Dev_003,-99.54544836760098,1.8985608026008278,10,12.630652137173186,11523,0,Normal
Dev_005,-93.7164209001984,5.125638762186709,7,6.323501011792344,10521,0,Normal
Dev_005,-91.39800358865779,9.16714314460012,7,23.66611702833311,7974,0,Normal
Dev_005,-85.16725182911333,12.349058177159815,7,64.98383829949157,6996,0,Normal
Dev_004,-95.39855498567523,4.124840129001115,9,8.890830153737772,2465,0,Normal
Dev_003,-88.44126243846794,10.72007782529504,10,0.6042784619390005,33,1,Replay Attack
Dev_005,-58.43797500220905,-12.316537262349948,11,4.602440196444458,6028,1,Distance Spoofing
Dev_002,-81.38503252824479,11.869002697861532,9,10.549989437074306,14310,0,Normal
Dev_003,-130.9578080310722,-14.233691939685642,12,0.0015086295360405746,37718,1,Jamming DoS
Dev_003,-64.10671500046907,-13.70839708146964,11,2.3438073573524587,6114,1,Distance Spoofing
Dev_004,-96.86790185451731,2.879737696289985,7,31.390575236546532,9754,0,Normal
Dev_001,-96.5042213746361,6.517887663596255,8,30.515590225202427,13015,0,Normal
Dev_005,-96.7797906332462,6.350883246203818,8,16.12709637554106,11698,0,Normal
Dev_003,-94.21274311496013,4.375333713976821,9,27.246719086627873,11553,0,Normal
Dev_002,-98.77812715773675,3.460527892441354,10,23.555981745475947,4969,0,Normal
Dev_005,-97.57121701161556,4.672860374203885,8,3.602036808914287,7421,0,Normal
Dev_003,-65.32772055106605,-6.435280341287055,11,73.0384878480726,5390,1,Distance Spoofing
Dev_004,-95.06480102615889,1.939623445383591,7,4.875011679768127,14563,0,Normal
Dev_004,-88.26136823738672,7.210954332852079,8,3.5248688112012276,6832,0,Normal
Dev_002,-93.87563283944095,5.807697978853748,9,35.80431542973008,53,1,Replay Attack
Dev_001,-88.81044978974418,9.199122905040857,9,23.76162389500273,11075,0,Normal
Dev_004,-93.12395600934495,2.0064798821305474,10,63.69362131067726,14882,0,Normal
Dev_001,-91.23008765299342,8.69988202743553,8,24.4691658447091,7058,0,Normal
Dev_004,-94.55310944512723,7.034155750903405,7,61.25993657229974,13851,0,Normal
Dev_001,-88.70701326608942,5.862137536941957,8,14.823775599648558,5611,0,Normal
Dev_005,-91.01077976042497,6.438562804130799,8,9.563880545958858,2646,0,Normal
Dev_003,-84.22368081314305,8.241149436168877,9,30.700421828298882,6962,0,Normal
Dev_004,-99.21350800898807,4.588455509336888,9,17.655330802412493,8604,0,Normal
Dev_002,-91.91801978654578,6.388596915172749,7,1.533769623098169,14743,0,Normal
Dev_001,-87.44002174655509,9.937105410407183,9,74.9562085664997,7343,0,Normal
Dev_001,-90.31434833985064,4.2864815643984056,9,2.744164125001402,7013,0,Normal
Dev_002,-59.91581512642801,-15.766887139985371,11,1.6542390001457288,743,1,Distance Spoofing
Dev_004,-94.88986072330157,1.04305021665121,7,24.359763956910225,4651,0,Normal
Dev_004,-91.09900496977538,8.181249706651215,8,83.93557828854873,11892,0,Normal
Dev_003,-129.97159272170336,-18.96262846015977,12,0.038250180432205516,41599,1,Jamming DoS
Dev_001,-114.11360333164338,-19.272356616230265,12,0.0031199243776040236,22098,1,Jamming DoS
Dev_001,-89.81021959749859,7.792431280918386,8,28.592382242218136,899,0,Normal
Dev_004,-93.70336857098967,2.4326848740374594,8,76.49335773858787,934,0,Normal
Dev_001,-89.91269186263291,9.005539801699106,7,2.7186695522520807,2793,0,Normal
Dev_001,-81.0466714007806,4.775764902911108,8,23.223741656534646,8073,0,Normal
Dev_004,-89.54200842421687,8.309898759272397,7,97.40408575036408,2284,0,Normal
Dev_003,-83.28524392912662,12.225782996841133,8,5.573598430108424,6090,0,Normal
Dev_004,-89.31436209329529,8.095725211888727,10,17.755825744323786,100,1,Replay Attack
Dev_005,-78.45104805912584,8.877555566078577,7,47.78698797262579,954,0,Normal
Dev_001,-83.24739777075963,7.749157113148077,7,33.100845784753794,9365,0,Normal
Dev_003,-102.79493056516098,2.8224017236153585,7,22.285256050736265,11087,0,Normal
Dev_001,-78.69097756278349,12.955519439643297,9,19.877426412310722,1430,0,Normal
Dev_004,-92.69289049568339,4.5491871297712985,9,4.0138633642912565,14628,0,Normal
Dev_005,-96.99315763529178,2.5501109568757547,8,7.017937104765748,110,1,Replay Attack
Dev_005,-94.50564939621572,7.146078873866275,7,20.398351921299728,7384,0,Normal
Dev_004,-81.87642562066448,10.307183810348148,9,83.751308658415,144,0,Normal
Dev_004,-108.67117792688552,-24.52275129749797,12,0.040836087508936754,46301,1,Jamming DoS
Dev_005,-86.9092085621949,8.75301673268891,7,8.854435809437906,14642,0,Normal
Dev_005,-92.47626794763877,4.578785097665042,7,22.036510493941925,2463,0,Normal
Dev_005,-92.40499769811872,4.959074524168139,7,175.5962894335628,14097,0,Normal
Dev_003,-98.74295746558163,6.442287217491803,7,4.360438193660536,5532,0,Normal
Dev_005,-81.34776954909623,13.27152665514064,7,3.0561177937716515,2442,0,Normal
Dev_003,-90.34219573931142,4.218376205000467,8,23.05585333538285,7251,0,Normal
Dev_004,-91.43275546848743,6.415919011816222,7,9.677976216835793,11771,0,Normal
Dev_001,-91.41327747467709,6.2325520369336855,7,10.717360614760723,13825,0,Normal
Dev_005,-102.42987563368153,0.01716944893648842,7,7.939875755650072,4313,0,Normal
Dev_004,-89.91429746491112,7.227063611518306,9,22.230480845402845,4144,0,Normal
Dev_002,-118.17116019993321,-21.64848440787747,12,0.04452999129936323,28817,1,Jamming DoS
Dev_002,-92.34324370777702,6.2021444522353715,8,20.26536560486813,4070,0,Normal
Dev_005,-90.24549268544285,5.794490756098588,9,42.879652590714386,566,0,Normal
Dev_002,-87.10854012273452,7.571871454140871,7,51.78736738034536,7433,0,Normal
Dev_002,-105.3649240152779,-1.3255174057446837,9,29.733117595440845,8708,0,Normal
Dev_002,-106.23694348456439,-2.9669502748645122,7,56.1156355862811,3986,0,Normal
Dev_003,-91.3563044972096,6.026914277776233,8,43.545112585181585,3775,0,Normal
Dev_005,-71.9319972956467,-7.959813146204071,11,8.753901437018506,8135,1,Distance Spoofing
Dev_003,-59.745494872041135,-18.34931092942112,12,29.248194058571286,1982,1,Distance Spoofing
Dev_002,-90.96134325294328,4.09117393424938,9,35.395433070660516,5284,0,Normal
Dev_005,-99.58672290970041,4.6578032083678185,10,0.6501147392096266,22,1,Replay Attack
Dev_001,-85.88024894894183,5.507619092765513,9,33.72880640405329,12072,0,Normal
Dev_003,-71.94745495393265,13.314217438072088,7,7.341029648626448,11374,0,Normal
Dev_003,-76.35837901070683,11.55868998590714,7,81.14043509968266,9037,0,Normal
Dev_003,-96.80742952225646,6.101824148521109,9,51.01396022124193,4732,0,Normal
Dev_004,-78.37202435103566,10.279677942071736,9,7.845166533508897,8844,0,Normal
Dev_001,-76.0390012847158,12.2601648973492,7,2.0930694214423236,7567,0,Normal
Dev_005,-84.08542241339936,8.416831845650213,7,18.404054867466336,5149,0,Normal
Dev_001,-100.15125328183052,2.921521429328905,8,10.981925680509198,9771,0,Normal
Dev_003,-91.15888857435058,7.573479529846356,8,10.54121264305727,6297,0,Normal
Dev_003,-87.51222231399184,11.563832962373226,7,6.149991051484869,9947,0,Normal
Dev_005,-96.48840699003301,2.737255969801698,7,45.52649995292205,13990,0,Normal
Dev_004,-100.89430913695433,3.682730433077679,10,34.30508505651791,976,0,Normal
Dev_004,-88.98877247133288,11.318171921637958,8,29.229427988560857,12378,0,Normal
Dev_005,-97.83794438804506,4.905482355338565,9,16.10301419151721,12472,0,Normal
Dev_003,-101.72955033304589,3.1972507007805766,9,8.194958737083244,9891,0,Normal
Dev_005,-83.68332234128728,7.488139920247665,9,127.85756995779411,2146,0,Normal
Dev_005,-91.48528405076206,4.931176624561125,8,15.244293548082986,10028,0,Normal
Dev_002,-85.41363651860839,8.03746032287439,7,69.08466520489989,3542,0,Normal
Dev_005,-88.19745621719429,6.349813021668126,7,83.88315546867327,12182,0,Normal
Dev_002,-81.4146070502589,7.486510424153812,10,6.624256648405595,8937,0,Normal
Dev_005,-97.21135271819817,1.2135628378220624,8,11.7371033872804,137,1,Replay Attack
Dev_004,-91.06491283420374,4.555226338152012,8,26.44071675058866,9356,0,Normal
Dev_005,-88.3904294043309,6.643588457730132,8,89.33725476497787,5493,0,Normal
Dev_002,-85.8465156451607,4.141587305702814,7,18.542112356111364,6135,0,Normal
Dev_001,-90.50841200048461,5.202574788334814,8,24.9153254914639,2710,0,Normal
Dev_002,-92.22167936256368,6.886548146428769,9,15.823093772160517,4940,0,Normal
Dev_005,-92.5594966189364,5.297391302406496,10,23.79661066199788,8172,0,Normal
Dev_005,-101.25289813802641,2.4065065926134337,10,60.50818667831774,6220,0,Normal
Dev_003,-95.77621205904089,9.946211211028324,8,53.86057253040981,1880,0,Normal
Dev_002,-89.41264064055244,7.521112438229802,7,0.6329188292902053,69,1,Replay Attack
Dev_005,-96.75063620508635,2.801036166960563,7,34.0037609016323,115,0,Normal
Dev_005,-91.60336184559806,4.237130393578906,7,20.415489632771088,13708,0,Normal
Dev_005,-75.78564133990508,14.66684000105349,7,32.81000076139634,6397,0,Normal
Dev_005,-94.51024291487684,5.83096555814013,7,91.41619669080983,11523,0,Normal
Dev_004,-84.85713130367583,9.395533406689362,9,21.132366209533433,1964,0,Normal
Dev_005,-89.95146502946686,6.428354954584873,7,32.67858505174796,754,0,Normal
Dev_004,-86.05202617238612,6.439615996142418,10,4.293027706607361,137,0,Normal
Dev_003,-89.05178768101777,7.016742632674108,7,3.1719643258609596,6754,0,Normal
Dev_004,-74.41059362172926,-11.69174448881736,12,15.080452684035228,6762,1,Distance Spoofing
Dev_004,-94.72487925738994,3.780358359702165,9,38.210987938115366,5179,0,Normal
Dev_003,-78.34680399289563,9.996753059715099,7,86.89562014999053,8957,0,Normal
Dev_004,-84.03623790964338,12.318574332499312,7,39.54630084927333,5983,0,Normal
Dev_002,-90.17258978654662,1.015794712112661,9,7.181043768604457,10366,0,Normal
Dev_001,-92.27102133515342,4.775076367753453,7,10.27846167519364,4782,0,Normal
Dev_005,-82.4612342329846,12.153798030351156,7,18.121392147421346,6541,0,Normal
Dev_003,-81.18132513261618,14.298899225002405,8,19.372486240038302,42,0,Normal
Dev_001,-99.7237234196692,3.000969579633552,8,10.428216810776544,1582,0,Normal
Dev_005,-103.86231726276759,-0.8751950500075303,7,34.28955738903615,2657,0,Normal
Dev_001,-83.87037549821187,9.57264329467144,7,61.81750861197931,838,0,Normal
Dev_003,-92.48858149184966,3.9323390067151998,8,10.984346325361269,14459,0,Normal
Dev_004,-88.03974509292811,12.442863120115549,9,24.093795529570237,14887,0,Normal
Dev_004,-99.67442742252284,3.9363066737315155,9,3.3982674667072947,446,0,Normal
Dev_003,-85.5064202635112,5.539854222700731,8,151.4728217469493,6453,0,Normal
Dev_003,-83.2975762976967,9.931900313720478,8,31.027576154293453,6882,0,Normal
Dev_005,-95.11054252577968,3.635897518681731,8,20.658752319587958,10273,0,Normal
Dev_002,-77.83119295094882,9.752567160269487,7,1.638937264635068,5390,0,Normal
Dev_002,-82.13709956662618,9.577912370611028,8,112.65265927379066,9681,0,Normal
Dev_001,-97.61377701852655,7.523317809170024,7,49.717169504279056,3405,0,Normal
Dev_003,-85.2290905365065,4.458977888835211,9,13.07338259498278,14804,0,Normal
Dev_004,-85.38574733027147,4.394950025216005,7,7.236501322115793,4773,0,Normal
Dev_001,-89.49129398831961,6.765831661543804,10,64.9752028309441,1279,0,Normal
Dev_002,-92.31280918683606,4.188359172596871,10,56.90698092452745,1281,0,Normal
Dev_001,-97.63005809200848,5.625901272641926,7,4.0017102068071235,8059,0,Normal
Dev_002,-100.68371745154917,6.7081361226806635,7,3.8441740055067553,347,0,Normal
Dev_001,-93.09786172270866,10.04998578218148,9,13.041059156538473,2682,0,Normal
Dev_001,-92.19162501169366,5.491826495861711,9,78.38108810403378,3381,0,Normal
Dev_005,-98.20022078969383,2.851005797625672,8,25.528554205942086,13446,0,Normal
Dev_005,-89.55000620400702,7.6996555233631785,9,12.979009603623863,5705,0,Normal
Dev_002,-92.15411454005098,3.781196075572895,10,5.977511710758327,3878,0,Normal
Dev_003,-101.84132413592303,2.4085129545835136,9,3.9103165726693465,7140,0,Normal
Dev_003,-83.18417813038451,8.776612132799968,8,8.664162045062458,9519,0,Normal
Dev_001,-89.46193630893598,7.726398391153781,7,12.315769751036362,1632,0,Normal
Dev_003,-65.0204706353364,-11.079566616951174,12,3.8282042432029324,2441,1,Distance Spoofing
Dev_004,-97.34341672811533,5.518024884124942,7,32.12584255374112,6671,0,Normal
Dev_005,-84.06064329826795,8.048118702857906,7,18.511191268641504,14690,0,Normal
Dev_003,-93.34592756359255,6.325108850596421,7,8.266749414369418,11693,0,Normal
Dev_001,-85.32660829654708,6.7108289426500605,7,10.82277338711799,6148,0,Normal
Dev_005,-91.64015704753349,6.782966405259314,9,14.748244777859492,7429,0,Normal
Dev_003,-97.87505645913828,2.0429323814585194,8,20.205075161450026,7007,0,Normal
Dev_002,-76.71614961370423,10.432406008610055,8,44.37826387165463,14294,0,Normal
Dev_002,-83.21625933798921,7.007192221541161,8,29.420330378255528,1953,0,Normal
Dev_002,-100.02347982093943,2.077693478043331,7,43.30089430858719,9941,0,Normal
Dev_003,-93.07401337566648,8.886588070166056,8,26.31965741417002,10857,0,Normal
Dev_004,-66.04125990640615,-11.647100049537787,11,3.9314392540621634,3728,1,Distance Spoofing
Dev_001,-103.95935892502878,1.403793562576494,7,28.87561585268736,7857,0,Normal
Dev_003,-83.66964849133167,7.525549316600253,8,82.46112794974097,9752,0,Normal
Dev_004,-88.21981457888624,4.3281336764492,9,8.198063433245165,9468,0,Normal
Dev_001,-79.21728488461864,5.817110236044083,9,22.528773555326083,4773,0,Normal
Dev_001,-96.52442830418546,5.256309703169406,8,23.31859540657181,12933,0,Normal
Dev_001,-94.56036474340812,3.3289042008242724,8,20.72044248696928,11620,0,Normal
Dev_001,-101.99350385494454,2.540628514901628,8,51.897235528800785,7474,0,Normal
Dev_004,-101.99051083437034,-21.495388973596203,12,0.010138455937094344,9067,1,Jamming DoS
Dev_001,-90.65468422935217,5.572291969334694,8,13.394699061815217,2170,0,Normal
Dev_002,-87.96542412120085,7.0949462526058475,9,17.45314641160945,12244,0,Normal
Dev_005,-91.59588640111893,8.420967711242298,9,27.456815941286095,6805,0,Normal
Dev_005,-85.37624758781025,9.118505313619382,7,80.376716720725,7234,0,Normal
Dev_004,-95.64425863216314,5.123001462658463,8,37.79493989722408,5500,0,Normal
Dev_002,-91.84175058549748,5.531204172190465,7,17.51888986478106,9914,0,Normal
Dev_005,-125.87832643345946,-23.753808021526265,12,0.03998298520982592,29966,1,Jamming DoS
Dev_005,-65.76616266066053,15.468281584431935,9,15.017300120906311,3921,0,Normal
Dev_005,-99.1829220567164,4.432900414845636,7,38.37915365816284,3123,0,Normal
Dev_004,-103.1335284564485,4.0632489718641445,8,7.116596918790651,9966,0,Normal
Dev_005,-107.60122372329795,-18.014587320062308,12,0.0048255583308478974,20841,1,Jamming DoS
Dev_003,-88.80764098960118,6.520043319991964,9,14.370075253092047,4255,0,Normal
Dev_004,-92.55123673887793,5.900572783312705,8,3.627287117894877,8896,0,Normal
Dev_002,-104.7425544853522,-2.0737780758245115,10,25.571871112799634,10405,0,Normal
Dev_003,-83.4998522523519,11.775009012925706,7,10.864751196996131,5560,0,Normal
Dev_001,-108.48944548903873,-0.9272917030426506,10,26.743032068616,10800,0,Normal
Dev_001,-92.98893842499723,3.6710579481223515,9,5.518270087757137,165,1,Replay Attack
Dev_001,-67.8927009616882,14.348859521677083,9,5.946121523007396,14265,0,Normal
Dev_002,-88.88254089127699,8.708063989850672,8,12.400775510900388,9159,0,Normal
Dev_005,-80.34319205515622,11.67402661588793,8,61.614120050965504,6013,0,Normal
Dev_002,-91.46108602054319,10.107267752745,7,22.04704064757936,14637,0,Normal
Dev_003,-80.56847201526097,6.788695474084745,7,55.39568724581571,13058,0,Normal
Dev_003,-94.41996390739267,2.6616118231109507,10,6.345151349263833,11865,0,Normal
Dev_002,-63.694714802658524,-7.719381467724679,11,8.410397933866534,6242,1,Distance Spoofing
Dev_002,-84.80033711783831,7.336639488260281,7,4.775647564723293,2321,0,Normal
Dev_001,-91.2031188486827,8.731794312214825,9,74.43001628589462,1478,0,Normal
Dev_005,-75.90341525797733,12.854772571868494,8,0.9647745680341553,74,1,Replay Attack
Dev_003,-92.85695870817352,3.918336476781862,7,4.588101816525553,2460,0,Normal
Dev_002,-76.98024723676059,8.50983842247764,7,7.2268445585975645,5482,0,Normal
Dev_005,-107.17763261009793,-0.46494024426028,7,5.742328922846985,12868,0,Normal
Dev_002,-79.24026543078126,12.29892143736458,7,58.84040604251276,3596,0,Normal
Dev_004,-92.00133709518079,3.8873704521437404,7,41.96207889274479,10262,0,Normal
Dev_002,-83.58975047177744,11.291588747785632,8,3.850974753902883,3712,0,Normal
Dev_002,-94.72877744912181,3.1588243199003374,8,19.395021929985212,6502,0,Normal
Dev_004,-84.97463486158799,8.336908197566533,8,11.955501388167743,1524,0,Normal
Dev_001,-83.01115066352675,12.289961530353509,9,19.733714263449592,13814,0,Normal
Dev_003,-83.34004223306887,9.365998637289836,10,3.0330844420938505,13653,0,Normal
Dev_001,-93.5439153657859,5.959888915250227,8,5.761581163908967,13695,0,Normal
Dev_001,-114.27447278192896,-12.434522485202706,12,0.010023295716039174,34887,1,Jamming DoS
Dev_001,-84.06026278490656,7.23891599190282,7,0.8058120298664229,59,1,Replay Attack
Dev_004,-90.41709385326652,4.120808072036448,9,37.292194537795886,5277,0,Normal
Dev_001,-75.39633994452221,12.466927392410927,9,31.79505965202988,6175,0,Normal
Dev_003,-79.9212487687617,6.640297525695294,7,44.038482962490235,2996,0,Normal
Dev_001,-92.30933721693698,6.002729111284979,8,30.65324050477678,8848,0,Normal
Dev_001,-90.24678381534382,5.011196835661643,7,35.38207678930502,11047,0,Normal
Dev_004,-88.08319449721066,7.694474906529782,8,2.176244557040828,2515,0,Normal
Dev_002,-88.88877807415679,6.3773772415731855,8,63.32333241390795,9233,0,Normal
Dev_005,-84.66682982572911,8.476732863842635,7,15.369193640693927,1432,0,Normal
Dev_004,-85.43015130561885,6.597272850760147,9,8.07693138765764,5126,0,Normal
Dev_002,-96.43333325167244,7.971683420059046,7,7.024910784049573,12241,0,Normal
Dev_002,-82.82778354684069,9.559524041735587,9,40.000458816750296,12492,0,Normal
Dev_001,-79.93904872536767,8.70119506716865,10,21.328331303317402,6099,0,Normal
Dev_005,-83.8626135882689,10.074375676956459,7,5.273552434873886,7653,0,Normal
Dev_004,-97.053568833341,4.612744748235433,10,8.403068233105298,6519,0,Normal
Dev_004,-127.91585765552838,-23.026479253761735,12,0.04122116282495409,30970,1,Jamming DoS
Dev_004,-90.55694622102834,7.846419075312215,8,57.58537874059784,11172,0,Normal
Dev_002,-95.11634764934601,3.2736774107766045,9,62.8520576395288,6549,0,Normal
